Unnamed: 0,question,question_number,result_rank,excerpt,filename,model_chunk_index,model_chapter_number,model_chapter_title,model_chunk_in_chapter_index,all_model_chunks,model_filename,excerpt_cleaned,expected_all_chunk_indices,expected_book_filename,correct_match
172,Who is first to conquer Oz?,58,2,"“‘We owe a great deal to the Wonderful Wizard,’ continued the Princess, ‘for it was you who built this splendid Emerald City.’ ‘Your people built it,’ he answered. ‘I only bossed the job, as we say in Omaha.’ ‘But you ruled it wisely and well for many years,’ said she, ‘and made the people proud of your magical art. So, as you are now too old to wander abroad and work in a circus, I offer you a home here as long as you live. You shall be the Official Wizard of my kingdom, and be treated with every respect and consideration.’ ‘I accept your kind offer with gratitude, gracious Princess,’ the little man said, in a soft voice, and they could all see that tear-drops were standing in his keen old eyes. It meant a good deal to him to secure a home like this. ‘He’s only a humbug Wizard, though,’ said Dorothy, smiling at him. ‘And that is the safest kind of a Wizard to have,’ replied Ozma, promptly. ‘Oz can do some good tricks, humbug or no humbug,’ announced Zeb, who was now feeling more at ease. ‘He shall amuse us with his tricks tomorrow,’ said the Princess. ‘I have sent messengers to summon all of Dorothy’s old friends to meet her and give her welcome, and they ought to arrive very soon, now.’ Indeed, the dinner was no sooner finished than in rushed the Scarecrow, to hug Dorothy in his padded arms and tell her how glad he was to see her again. The Wizard was also most heartily welcomed by the straw man, who was an important personage in the Land of Oz. ‘How are your brains?’ enquired the little humbug, as he grasped the soft, stuffed hands of his old friend. ‘Working finely,’ answered the Scarecrow. ‘I’m very certain, Oz, that you gave me the best brains in the world, for I can think with them day and night, when all other brains are fast asleep.’ ‘How long did you rule the Emerald City, after I left here?’ was the next question. ‘Quite awhile, until I was conquered by a girl named General Jinjur. But Ozma soon conquered her, with the help of Glinda the Good, and after that I went to live with Nick Chopper, the Tin Woodman.’”",book4_dorothy_and_the_wizard_in_ozpg22566_images,221.0,15.0,Old Friends Are Reunited,12.0,"[221, 222, 223, 224]",dorothy_and_the_wizard_in_oz,we owe a great deal to the wonderful wizard continued the princess for it was you who built this splendid emerald city. your people built it he answered. i only bossed the job as we say in omaha. but you ruled it wisely and well for many years said she and made the people proud of your magical art. so as you are now too old to wander abroad and work in a circus i offer you a home here as long as you live. you shall be the official wizard of my kingdom and be treated with every respect and consideration. i accept your kind offer with gratitude gracious princess the little man said in a soft voice and they could all see that tear drops were standing in his keen old eyes. it meant a good deal to him to secure a home like this. hes only a humbug wizard though said dorothy smiling at him. and that is the safest kind of a wizard to have replied ozma promptly. oz can do some good tricks humbug or no humbug announced zeb who was now feeling more at ease. he shall amuse us with his tricks tomorrow said the princess. i have sent messengers to summon all of dorothys old friends to meet her and give her welcome and they ought to arrive very soon now. indeed the dinner was no sooner finished than in rushed the scarecrow to hug dorothy in his padded arms and tell her how glad he was to see her again. the wizard was also most heartily welcomed by the straw man who was an important personage in the land of oz. how are your brains? enquired the little humbug as he grasped the soft stuffed hands of his old friend. working finely answered the scarecrow. im very certain oz that you gave me the best brains in the world for i can think with them day and night when all other brains are fast asleep. how long did you rule the emerald city after i left here? was the next question. quite awhile until i was conquered by a girl named general jinjur. but ozma soon conquered her with the help of glinda the good and after that i went to live with nick chopper the tin woodman.,NaN,jack_pumpkinhead_of_oz,False
173,Who is first to conquer Oz?,58,3,"""At that time,"" continued the Wizard, busily eating his soup while talking, ""there were four separate countries in this Land, each one of the four being ruled by a Witch. But the people thought my power was greater than that of the Witches; and perhaps the Witches thought so too, for they never dared oppose me. I ordered the Emerald City to be built just where the four countries cornered together, and when it was completed I announced myself the Ruler of the Land of Oz, which included all the four countries of the Munchkins, the Gillikins, the Winkies and the Quadlings. Over this Land I ruled in peace for many years,<span class=""pagenum""><a id=""Page_194"">[Pg 194]</a></span> until I grew old and longed to see my native city once again. So when Dorothy was first blown to this place by a cyclone I arranged to go away with her in a balloon; but the balloon escaped too soon and carried me back alone. After many adventures I reached Omaha, only to find that all my old friends were dead or had moved away. So, having nothing else to do, I joined a circus again, and made my balloon ascensions until the earthquake caught me.""</p> <p>""That is quite a history,"" said Ozma; ""but there is a little more history about the Land of Oz that you do not seem to understand—perhaps for the reason that no one ever told it you. Many years before you came here this Land was united under one Ruler, as it is now, and the Ruler's name was always 'Oz', which means in our language 'Great and Good'; or, if the Ruler happened to be a woman, her name was always 'Ozma.' But once upon a time four Witches leagued together to depose the king and rule the four parts of the kingdom themselves; so when the Ruler, my grandfather, was hunting one day, one Wicked Witch named Mombi stole him and carried him away, keeping him a close prisoner. Then the Witches divided up the kingdom, and ruled the four parts of it until you came here. That was why the people were so glad to see you, and why they thought from your initials that you were their rightful ruler.""<span class=""pagenum""><a id=""Page_195"">[Pg 195]</a></span></p> <p>""But, at that time,"" said the Wizard, thoughtfully, ""there were two Good Witches and two Wicked Witches ruling in the land.""</p> <p>""Yes,"" replied Ozma, ""because a good Witch had conquered Mombi in the North and Glinda the Good had conquered the evil Witch in the South. But Mombi was still my grandfather's jailor, and afterward my father's jailor. When I was born she transformed me into a boy, hoping that no one would ever recognize me and know that I was the rightful Princess of the Land of Oz. But I escaped from her and am now the Ruler of my people.",book4_dorothy_and_the_wizard_in_ozpg22566_images,219.0,15.0,Old Friends Are Reunited,10.0,"[219, 220, 221]",dorothy_and_the_wizard_in_oz,at that time continued the wizard busily eating his soup while talking there were four separate countries in this land each one of the four being ruled by a witch. but the people thought my power was greater than that of the witches; and perhaps the witches thought so too for they never dared oppose me. i ordered the emerald city to be built just where the four countries cornered together and when it was completed i announced myself the ruler of the land of oz which included all the four countries of the munchkins the gillikins the winkies and the quadlings. over this land i ruled in peace for many years until i grew old and longed to see my native city once again. so when dorothy was first blown to this place by a cyclone i arranged to go away with her in a balloon; but the balloon escaped too soon and carried me back alone. after many adventures i reached omaha only to find that all my old friends were dead or had moved away. so having nothing else to do i joined a circus again and made my balloon ascensions until the earthquake caught me. that is quite a history said ozma; but there is a little more history about the land of oz that you do not seem to understand perhaps for the reason that no one ever told it you. many years before you came here this land was united under one ruler as it is now and the rulers name was always oz which means in our language great and good; or if the ruler happened to be a woman her name was always ozma. but once upon a time four witches leagued together to depose the king and rule the four parts of the kingdom themselves; so when the ruler my grandfather was hunting one day one wicked witch named mombi stole him and carried him away keeping him a close prisoner. then the witches divided up the kingdom and ruled the four parts of it until you came here. that was why the people were so glad to see you and why they thought from your initials that you were their rightful ruler. but at that time said the wizard thoughtfully there were two good witches and two wicked witches ruling in the land. yes replied ozma because a good witch had conquered mombi in the north and glinda the good had conquered the evil witch in the south. but mombi was still my grandfathers jailor and afterward my fathers jailor. when i was born she transformed me into a boy hoping that no one would ever recognize me and know that i was the rightful princess of the land of oz. but i escaped from her and am now the ruler of my people.,NaN,jack_pumpkinhead_of_oz,False
174,How does Peter leave Oz?,59,1,"""Has their city grown small too, Glinda?"" The sorceress smiled and nodded.</p> <p>""Then I shall send them back to Baffleburg,"" declared Ozma, ""for they are now too small to harm anyone and there they will be safe and comfortable."" As everyone heartily approved of this plan, Ozma touched her magic belt, spoke the few words necessary, and away whisked the bad little baron and his band, to their tiny red city on the rocks.</p> <p>""Just the same, I wish we could have kept him,"" sighed Scraps to Dorothy. ""He looks so funny when he's mad.""</p> <p>""Hush!"" whispered Dorothy, for Peter had risen and in an embarrassed voice was asking Ozma to send him back to Philadelphia.</p> <p>""Still like baseball better than Oz?"" rumbled Sir Hokus, shaking a teasing finger at Peter.</p> <p>""Well,"" admitted the little boy, blushing a bit at the question, ""the fellows sorta depend on me, Hokus, and then you know there's my grandfather.""</p> <p>""Of course,"" smiled Ozma, ""of course there is. Goodbye, dear Peter, come back soon and as often as you will.""</p> <p>""Goodbye,"" sobbed the Iffin, overcome at the thought of losing his chum. ""If you were my own grandchild, I couldn't love you any better.""</p> <p>""Goodbye!"" called Jack Pumpkinhead and Scraps and all the others and before their gay voices had quite died away, Peter was standing in the dim library of his own house.</p> <p>""Oh grandfather,"" cried Peter, ""I've been to Oz again and flying is grand, grandfather!""</p> <p>""Then we must try it some time,"" observed the old gentleman calmly, and saying nothing at all about Peter's strange absence.</p> <p>""Oh, may we?"" Peter dropped on the arm of the big chair. ""May we, really?""</p> <p>""Well, why not?"" demanded grandfather, glancing around the room belligerently and letting his specs fall the full length of the black cord. ""Why not? 'Tis a free country and flying's no crime.""</p> <p>""Hurrah!"" shouted Peter, bouncing off the chair arm and right that instant he decided that even in Oz there was no better chum nor braver adventurer than this grandfather of his so straightway he told him all that had happened in Baffleburg and other places—indeed all of this story that I have just told to you.</p>",book23_jack_pumpkinhead.,255.0,21.0,Peter's Return To Philadelphia,4.0,"[255, 256, 257, 258]",jack_pumpkinhead_of_oz,has their city grown small too glinda? the sorceress smiled and nodded. then i shall send them back to baffleburg declared ozma for they are now too small to harm anyone and there they will be safe and comfortable. as everyone heartily approved of this plan ozma touched her magic belt spoke the few words necessary and away whisked the bad little baron and his band to their tiny red city on the rocks. just the same i wish we could have kept him sighed scraps to dorothy. he looks so funny when hes mad. hush! whispered dorothy for peter had risen and in an embarrassed voice was asking ozma to send him back to philadelphia. still like baseball better than oz? rumbled sir hokus shaking a teasing finger at peter. well admitted the little boy blushing a bit at the question the fellows sorta depend on me hokus and then you know theres my grandfather. of course smiled ozma of course there is. goodbye dear peter come back soon and as often as you will. goodbye sobbed the iffin overcome at the thought of losing his chum. if you were my own grandchild i couldnt love you any better. goodbye! called jack pumpkinhead and scraps and all the others and before their gay voices had quite died away peter was standing in the dim library of his own house. oh grandfather cried peter ive been to oz again and flying is grand grandfather! then we must try it some time observed the old gentleman calmly and saying nothing at all about peters strange absence. oh may we? peter dropped on the arm of the big chair. may we really? well why not? demanded grandfather glancing around the room belligerently and letting his specs fall the full length of the black cord. why not? tis a free country and flyings no crime. hurrah! shouted peter bouncing off the chair arm and right that instant he decided that even in oz there was no better chum nor braver adventurer than this grandfather of his so straightway he told him all that had happened in baffleburg and other places indeed all of this story that i have just told to you.,"[255, 256]",jack_pumpkinhead_of_oz,True
175,How does Peter leave Oz?,59,2,"""""Then I shall send them back to Baffleburg,"" declared Ozma, ""for they are now too small to harm anyone and there they will be safe and comfortable."" As everyone heartily approved of this plan, Ozma touched her magic belt, spoke the few words necessary, and away whisked the bad little baron and his band, to their tiny red city on the rocks.</p> <p>""Just the same, I wish we could have kept him,"" sighed Scraps to Dorothy. ""He looks so funny when he's mad.""</p> <p>""Hush!"" whispered Dorothy, for Peter had risen and in an embarrassed voice was asking Ozma to send him back to Philadelphia.</p> <p>""Still like baseball better than Oz?"" rumbled Sir Hokus, shaking a teasing finger at Peter.</p> <p>""Well,"" admitted the little boy, blushing a bit at the question, ""the fellows sorta depend on me, Hokus, and then you know there's my grandfather.""</p> <p>""Of course,"" smiled Ozma, ""of course there is. Goodbye, dear Peter, come back soon and as often as you will.""</p> <p>""Goodbye,"" sobbed the Iffin, overcome at the thought of losing his chum. ""If you were my own grandchild, I couldn't love you any better.""</p> <p>""Goodbye!"" called Jack Pumpkinhead and Scraps and all the others and before their gay voices had quite died away, Peter was standing in the dim library of his own house.</p> <p>""Oh grandfather,"" cried Peter, ""I've been to Oz again and flying is grand, grandfather!""",book23_jack_pumpkinhead.,255.0,21.0,Peter's Return To Philadelphia,4.0,"[255, 256, 257]",jack_pumpkinhead_of_oz,then i shall send them back to baffleburg declared ozma for they are now too small to harm anyone and there they will be safe and comfortable. as everyone heartily approved of this plan ozma touched her magic belt spoke the few words necessary and away whisked the bad little baron and his band to their tiny red city on the rocks. just the same i wish we could have kept him sighed scraps to dorothy. he looks so funny when hes mad. hush! whispered dorothy for peter had risen and in an embarrassed voice was asking ozma to send him back to philadelphia. still like baseball better than oz? rumbled sir hokus shaking a teasing finger at peter. well admitted the little boy blushing a bit at the question the fellows sorta depend on me hokus and then you know theres my grandfather. of course smiled ozma of course there is. goodbye dear peter come back soon and as often as you will. goodbye sobbed the iffin overcome at the thought of losing his chum. if you were my own grandchild i couldnt love you any better. goodbye! called jack pumpkinhead and scraps and all the others and before their gay voices had quite died away peter was standing in the dim library of his own house. oh grandfather cried peter ive been to oz again and flying is grand grandfather!,"[255, 256]",jack_pumpkinhead_of_oz,True
176,How does Peter leave Oz?,59,3,"""""Next day the festivities continued, and all day long Peter's old chums and acquaintances were calling at the palace, while the celebrities outdid one another to make things pleasant for Belfaygor and his bride. At noon they rode off on the Saw Horse, for the baron was anxious to return to his castle. Peter bade the baron goodbye and promised to pay him a long visit on his next trip to Oz, to ride the horse Belfaygor agreed to keep for him and even wear the armor the baron had promised him as a reward for rescuing the Princess.</p> <p>Snif spent a happy morning in the royal stable with the famous beasts of Oz and they listened so politely to his experiences he decided to stay on indefinitely at the capitol. The pirate's sack was locked up in the Wizard's strong box and the magic dinner bell stored with the other treasures of the realm, for as Ozma remarked to Dorothy it would be mighty handy for picnics and unexpected visitors. The Fraid Cats and Statues in Scare City were released from their enchantment by the Wizard's long distance magic and Peter and Snif, looking in the magic picture, had the satisfaction of watching them return to their various homes.</p> <p>""The only thing that still puzzles me,"" sighed Ozma as they all sat cozily under the trees in the garden late that afternoon, ""the only thing that puzzles me is the forbidden flagon. What strange spell could have reduced Mogodore and his followers to midgets?""</p> <p>""I think I can explain that,"" answered Glinda, setting her tea cup down on a small green table. ""When Scraps flew to my castle yesterday and told of the capture of the Emerald City, I at once turned to my magic record book to discover something about this Baron of Baffleburg.""",book23_jack_pumpkinhead.,251.0,21.0,Peter's Return To Philadelphia,0.0,"[251, 252, 253]",jack_pumpkinhead_of_oz,next day the festivities continued and all day long peters old chums and acquaintances were calling at the palace while the celebrities outdid one another to make things pleasant for belfaygor and his bride. at noon they rode off on the saw horse for the baron was anxious to return to his castle. peter bade the baron goodbye and promised to pay him a long visit on his next trip to oz to ride the horse belfaygor agreed to keep for him and even wear the armor the baron had promised him as a reward for rescuing the princess. snif spent a happy morning in the royal stable with the famous beasts of oz and they listened so politely to his experiences he decided to stay on indefinitely at the capitol. the pirates sack was locked up in the wizards strong box and the magic dinner bell stored with the other treasures of the realm for as ozma remarked to dorothy it would be mighty handy for picnics and unexpected visitors. the fraid cats and statues in scare city were released from their enchantment by the wizards long distance magic and peter and snif looking in the magic picture had the satisfaction of watching them return to their various homes. the only thing that still puzzles me sighed ozma as they all sat cozily under the trees in the garden late that afternoon the only thing that puzzles me is the forbidden flagon. what strange spell could have reduced mogodore and his followers to midgets? i think i can explain that answered glinda setting her tea cup down on a small green table. when scraps flew to my castle yesterday and told of the capture of the emerald city i at once turned to my magic record book to discover something about this baron of baffleburg.,"[255, 256]",jack_pumpkinhead_of_oz,False
177,How is Mogodore defeated?,60,3,"""""Release this maiden at once, you rude, rash robber, you—you Princess snapper,"" he cried.</p> <p>""Have the sack ready, quick,"" whispered Snif to Peter, as Mogodore stared angrily at the strange pair.</p> <p>""So that's it,"" grunted the Baron of Baffleburg. ""I see now that you are Belfaygor of Bourne, hiding like a coward behind false whiskers. Well, you shall not marry this Princess, for she is to marry me—Mogodore the Mighty!""</p> <p>""Mighty what?"" inquired Jack Pumpkinhead curiously.</p> <p>""Mighty mighty, you impertinent fool, mighty important you ridiculous pumpkin head. Smite him,"" bellowed the Baron with a wrathful wave at Jack. ""Remove this whiskered pest,"" he roared in the next breath with another wave at Belfaygor.</p> <p>""So you're Mogodore the smite-y. Well don't you dare smite me,"" challenged Jack, shaking his wooden fist under Mogodore's nose. ""There stands Peter, the pitcher from Philadelphia. On his shoulder sits a fabulous monster who may devour you any minute.""</p> <p>As Mogodore, rather startled by this long rigamarole, half rose in his chair, Jack vigorously rang the Red Jinn's bell and down upon the table flashed the little black slave, set down his tray and vanished. Mogodore's retainers screamed with fright, and the Baron himself blinked with astonishment, but when Jack rang the bell a second time, Biggen and Little sprang forward and seized the little slave by the wrists. In a twinkling the slave disappeared. Biggen and Little, also disappeared.</p> <p>""You see,"" quavered Jack in a slightly unsteady voice, ""I am a great magician!""""</p>",book23_jack_pumpkinhead.,137.0,11.0,In The Castle Of Mogodore,6.0,"[137, 138]",jack_pumpkinhead_of_oz,release this maiden at once you rude rash robber you you princess snapper he cried. have the sack ready quick whispered snif to peter as mogodore stared angrily at the strange pair. so thats it grunted the baron of baffleburg. i see now that you are belfaygor of bourne hiding like a coward behind false whiskers. well you shall not marry this princess for she is to marry me mogodore the mighty! mighty what? inquired jack pumpkinhead curiously. mighty mighty you impertinent fool mighty important you ridiculous pumpkin head. smite him bellowed the baron with a wrathful wave at jack. remove this whiskered pest he roared in the next breath with another wave at belfaygor. so youre mogodore the smite y. well dont you dare smite me challenged jack shaking his wooden fist under mogodores nose. there stands peter the pitcher from philadelphia. on his shoulder sits a fabulous monster who may devour you any minute. as mogodore rather startled by this long rigamarole half rose in his chair jack vigorously rang the red jinns bell and down upon the table flashed the little black slave set down his tray and vanished. mogodores retainers screamed with fright and the baron himself blinked with astonishment but when jack rang the bell a second time biggen and little sprang forward and seized the little slave by the wrists. in a twinkling the slave disappeared. biggen and little also disappeared. you see quavered jack in a slightly unsteady voice i am a great magician!,"[253, 254]",jack_pumpkinhead_of_oz,False
178,How is Mogodore defeated?,26,3,"""Guarded over by Toto and the Soldier with Green Whiskers, Mogodore and his men crouched miserably together, wondering what would become of them. Being merciless themselves, they expected no mercy from their captors. In small hoarse voices, they berated Mogodore for meddling with the forbidden flagon and bitterly denounced him for the terrible misfortune that had overtaken them. The rest of the midgets had been discovered and marched in from the garden and soon after word had been sent out through the city that the baron was captured, Unc Nunkie and his nephew Ojo arrived, driving the rest of the baron's tiny warriors and horses before them, so that the entire army were now rounded up in the corner of the banquet hall. But so intent was the company upon Jack's amazing story they scarcely heard the grumbling and complaining of the little men or the frightened neighs of the toy-size steeds.</p> <p>In the kitchen another banquet was soon under way, more and more candles were lighted and soon the castle began to reflect its old time cheer and friendliness.</p>",book23_jack_pumpkinhead.,244.0,20.0,The Wedding Feast,6.0,"[244, 245, 246]",jack_pumpkinhead_of_oz,guarded over by toto and the soldier with green whiskers mogodore and his men crouched miserably together wondering what would become of them. being merciless themselves they expected no mercy from their captors. in small hoarse voices they berated mogodore for meddling with the forbidden flagon and bitterly denounced him for the terrible misfortune that had overtaken them. the rest of the midgets had been discovered and marched in from the garden and soon after word had been sent out through the city that the baron was captured unc nunkie and his nephew ojo arrived driving the rest of the barons tiny warriors and horses before them so that the entire army were now rounded up in the corner of the banquet hall. but so intent was the company upon jacks amazing story they scarcely heard the grumbling and complaining of the little men or the frightened neighs of the toy size steeds. in the kitchen another banquet was soon under way more and more candles were lighted and soon the castle began to reflect its old time cheer and friendliness.,"[253, 254]",jack_pumpkinhead_of_oz,False
179,How is Mogodore defeated?,5,2,"""replied the Iffin, with a wink at the Patchwork Girl, and this little exchange of verses relieved the strain that the whole company had been under.</p> <p>""Shall I tell the story, or will you?"" whispered Jack Pumpkinhead, stepping closer to Peter.</p> <p>""You,"" begged Peter, staring with round eyes at Mogodore and his little men.</p> <p>""They've been eating shrinking violets,"" muttered the Iffin, rubbing his eyes with one paw and staring even harder than Peter.</p> <p>""No, it was the flagon,"" explained Jack, ""the forbidden flagon reduced them to midgets. But what became of Belfaygor's beard!""</p> <p>""It disappeared into the magic sack,"" grinned Belfaygor, coming into the room at that moment with the little Princess on his arm. ""And glad I am that it's gone. I'll never wear another beard as long as I live.""</p> <p>""Beard,"" put in the Soldier with the Green Whiskers eagerly, ""did you have a beard as long and splendid as mine?""</p> <p>""Did I!"" groaned the baron, rolling his eyes to the ceiling. ""Ask Peter!"" Taking another look at the Soldier with Green Whiskers, he shuddered and turned away. ""You remind me of something I'm trying to forget,"" said Belfaygor.</p> <p>Now all of this only served to increase the interest and curiosity of the already curious company. ""Tell us! Tell us!"" cried Dorothy impatiently. So, after Belfaygor and Shirley Sunshine had been properly introduced, Jack Pumpkinhead began the strange story of their journey from Scare City to Baffleburg and from Baffleburg to Swing City and his own transportation to the capitol. And while he spoke, the footmen and other servants moved quietly about, sweeping up broken glass, clearing away the table and removing all traces of the rude baron's short reign in the palace. Guarded over by Toto and the Soldier with Green Whiskers, Mogodore and his men crouched miserably together, wondering what would become of them. Being merciless themselves, they expected no mercy from their captors. In small hoarse voices, they berated Mogodore for meddling with the forbidden flagon and bitterly denounced him for the terrible misfortune that had overtaken them. The rest of the midgets had been discovered and marched in from the garden and soon after word had been sent out through the city that the baron was captured, Unc Nunkie and his nephew Ojo arrived, driving the rest of the baron's tiny warriors and horses before them, so that the entire army were now rounded up in the corner of the banquet hall.""",book23_jack_pumpkinhead.,242.0,20.0,The Wedding Feast,4.0,"[242, 243, 244, 245]",jack_pumpkinhead_of_oz,replied the iffin with a wink at the patchwork girl and this little exchange of verses relieved the strain that the whole company had been under. shall i tell the story or will you? whispered jack pumpkinhead stepping closer to peter. you begged peter staring with round eyes at mogodore and his little men. theyve been eating shrinking violets muttered the iffin rubbing his eyes with one paw and staring even harder than peter. no it was the flagon explained jack the forbidden flagon reduced them to midgets. but what became of belfaygors beard! it disappeared into the magic sack grinned belfaygor coming into the room at that moment with the little princess on his arm. and glad i am that its gone. ill never wear another beard as long as i live. beard put in the soldier with the green whiskers eagerly did you have a beard as long and splendid as mine? did i! groaned the baron rolling his eyes to the ceiling. ask peter! taking another look at the soldier with green whiskers he shuddered and turned away. you remind me of something im trying to forget said belfaygor. now all of this only served to increase the interest and curiosity of the already curious company. tell us! tell us! cried dorothy impatiently. so after belfaygor and shirley sunshine had been properly introduced jack pumpkinhead began the strange story of their journey from scare city to baffleburg and from baffleburg to swing city and his own transportation to the capitol. and while he spoke the footmen and other servants moved quietly about sweeping up broken glass clearing away the table and removing all traces of the rude barons short reign in the palace. guarded over by toto and the soldier with green whiskers mogodore and his men crouched miserably together wondering what would become of them. being merciless themselves they expected no mercy from their captors. in small hoarse voices they berated mogodore for meddling with the forbidden flagon and bitterly denounced him for the terrible misfortune that had overtaken them. the rest of the midgets had been discovered and marched in from the garden and soon after word had been sent out through the city that the baron was captured unc nunkie and his nephew ojo arrived driving the rest of the barons tiny warriors and horses before them so that the entire army were now rounded up in the corner of the banquet hall.,"[253, 254]",jack_pumpkinhead_of_oz,False
180,What happens to the Scarecrow and the Sawhorse that they get hurt?,61,1,"“Either the wooden horse was careless, or it failed to properly time the descent of the hammer, for the mighty weapon caught it squarely upon its head, and thumped it against the ground so powerfully that the private flew off its back high into the air, and landed upon one of the giant's cast-iron arms. Here he clung desperately while the arm rose and fell with each one of the rapid strokes. The Scarecrow dashed in to rescue his Sawhorse, and had his left foot smashed by the hammer before he could pull the creature out of danger. They then found that the Sawhorse had been badly dazed by the blow; for while the hard wooden knot of which his head was formed could not be crushed by the hammer, both his ears were broken off and he would be unable to hear a sound until some new ones were made for him. Also his left knee was cracked, and had to be bound up with a string. Billina having fluttered under the hammer, it now remained only to rescue the private who was riding upon the iron giant's arm, high in the air. The Scarecrow lay flat upon the ground and called to the man to jump down upon his body, which was soft because it was stuffed with straw. This the private managed to do, waiting until a time when he was nearest the ground and then letting himself drop upon the Scarecrow. He accomplished the feat without breaking any bones, and the Scarecrow declared he was not injured in the least. Therefore, the Tin Woodman having by this time fitted new ears to the Sawhorse, the entire party proceeded upon its way, leaving the giant to pound the path behind them.”",book3_ozma_of_oz_pg33361_images,151.0,10.0,The Giant With The Hammer,13.0,"[151, 152, 153]",ozma_of_oz,either the wooden horse was careless or it failed to properly time the descent of the hammer for the mighty weapon caught it squarely upon its head and thumped it against the ground so powerfully that the private flew off its back high into the air and landed upon one of the giants cast iron arms. here he clung desperately while the arm rose and fell with each one of the rapid strokes. the scarecrow dashed in to rescue his sawhorse and had his left foot smashed by the hammer before he could pull the creature out of danger. they then found that the sawhorse had been badly dazed by the blow; for while the hard wooden knot of which his head was formed could not be crushed by the hammer both his ears were broken off and he would be unable to hear a sound until some new ones were made for him. also his left knee was cracked and had to be bound up with a string. billina having fluttered under the hammer it now remained only to rescue the private who was riding upon the iron giants arm high in the air. the scarecrow lay flat upon the ground and called to the man to jump down upon his body which was soft because it was stuffed with straw. this the private managed to do waiting until a time when he was nearest the ground and then letting himself drop upon the scarecrow. he accomplished the feat without breaking any bones and the scarecrow declared he was not injured in the least. therefore the tin woodman having by this time fitted new ears to the sawhorse the entire party proceeded upon its way leaving the giant to pound the path behind them.,[152],ozma_of_oz,True
181,What happens to the Scarecrow and the Sawhorse that they get hurt?,61,2,"“However, other difficulties lay before them. The Saw-Horse stepped into a rabbit hole and fell to the ground. The Pumpkinhead was pitched high into the air, and his history would probably have ended at that exact moment had not the Tin Woodman skillfully caught the pumpkin as it descended and saved it from injury. Tip soon had it fitted to the neck again and replaced Jack upon his feet. But the Saw-Horse did not escape so easily. For when his leg was pulled from the rabbit hole it was found to be broken short off, and must be replaced or repaired before he could go a step farther. “This is quite serious,” said the Tin Woodman. “If there were trees near by I might soon manufacture another leg for this animal; but I cannot see even a shrub for miles around.” “And there are neither fences nor houses in this part of the land of Oz,” added the Scarecrow, disconsolately. “Then what shall we do?” enquired the boy. “I suppose I must start my brains working,” replied his Majesty the Scarecrow; “for experience has, taught me that I can do anything if I but take time to think it out.” “Let us all think,” said Tip; “and perhaps we shall find a way to repair the Saw-Horse.” So they sat in a row upon the grass and began to think, while the Saw-Horse occupied itself by gazing curiously upon its broken limb.”",book2_the_marvelous_land_of_oz_pg54_images,140.0,12.0,"Mr. H. M. Woggle-Bug, T. E.",5.0,"[140, 141]",the_marvelous_land_of_oz,however other difficulties lay before them. the saw horse stepped into a rabbit hole and fell to the ground. the pumpkinhead was pitched high into the air and his history would probably have ended at that exact moment had not the tin woodman skillfully caught the pumpkin as it descended and saved it from injury. tip soon had it fitted to the neck again and replaced jack upon his feet. but the saw horse did not escape so easily. for when his leg was pulled from the rabbit hole it was found to be broken short off and must be replaced or repaired before he could go a step farther. this is quite serious said the tin woodman. if there were trees near by i might soon manufacture another leg for this animal; but i cannot see even a shrub for miles around. and there are neither fences nor houses in this part of the land of oz added the scarecrow disconsolately. then what shall we do? enquired the boy. i suppose i must start my brains working replied his majesty the scarecrow; for experience has taught me that i can do anything if i but take time to think it out. let us all think said tip; and perhaps we shall find a way to repair the saw horse. so they sat in a row upon the grass and began to think while the saw horse occupied itself by gazing curiously upon its broken limb.,[152],ozma_of_oz,False
